error,category,type,setup,delivery,flags,id,safe,lang
False,Christmas,twopart,What's Santa's favourite type of music?,Wrap!,"{'nsfw': False, 'religious': False, 'political': False, 'racist': False, 'sexist': False, 'explicit': False}",247,True,en
